timestamp,user_id,event_type,cl_0,cl_1,cl_2,cl_3,cl_4,cl_5,cl_6,cl_7,cl_8,cl_9,cl_10,cl_11,cl_12,cl_13,cl_14,cl_15,cl_16,cl_17,cl_18,cl_19,count
2019-06-06 09:43:21,278583,PROFILE_CREATED,10193,4100,7956,8561,213984,9490,16749.0,21951.0,9005.0,9623.0,221528.0,18318.0,8580.0,16208.0,2397613.0,193448.0,11088.0,8136.0,5238.0,23082.0,1
2019-06-24 06:29:17,261470,PROFILE_CREATED,53866,42635,42666,52759,47692,42670,42667.0,42636.0,54200.0,47358.0,51547.0,42640.0,45393.0,42641.0,42675.0,53104.0,47690.0,52439.0,42642.0,47689.0,1
2019-06-24 20:02:12,261470,PROFILE_UPDATED,53866,42635,42666,52759,47692,42670,54200.0,42636.0,42667.0,47358.0,51547.0,45393.0,42640.0,42641.0,42675.0,53104.0,52439.0,47690.0,42642.0,47689.0,1
2019-06-24 20:46:40,261470,PROFILE_UPDATED,53866,42635,42666,52759,47692,42670,42667.0,42636.0,54200.0,47358.0,51547.0,42640.0,45393.0,42641.0,42675.0,53104.0,47690.0,52439.0,42642.0,47689.0,1
2019-06-25 20:02:09,261470,PROFILE_UPDATED,53866,42635,42666,52759,47692,42670,54200.0,42636.0,42667.0,47358.0,51547.0,45393.0,42640.0,42641.0,42675.0,53104.0,52439.0,47690.0,42642.0,47689.0,1
2019-06-25 20:46:20,261470,PROFILE_UPDATED,53866,42635,42666,52759,47692,42670,42667.0,42636.0,54200.0,47358.0,51547.0,42640.0,45393.0,42641.0,42675.0,53104.0,47690.0,52439.0,42642.0,47689.0,1
2019-06-26 20:02:10,261470,PROFILE_UPDATED,53866,42635,42666,52759,47692,42670,54200.0,42636.0,42667.0,47358.0,51547.0,45393.0,42640.0,42641.0,42675.0,53104.0,52439.0,47690.0,42642.0,47689.0,1
2019-06-26 20:47:06,261470,PROFILE_UPDATED,53866,42635,42666,52759,47692,42670,42667.0,42636.0,54200.0,47358.0,51547.0,42640.0,45393.0,42641.0,42675.0,53104.0,47690.0,52439.0,42642.0,47689.0,1
2019-06-27 20:02:10,261470,PROFILE_UPDATED,53866,42635,42666,52759,47692,42670,54200.0,42636.0,42667.0,47358.0,51547.0,45393.0,42640.0,42641.0,42675.0,53104.0,52439.0,47690.0,42642.0,47689.0,1
2019-06-27 20:46:59,261470,PROFILE_UPDATED,53866,42635,42666,52759,47692,42670,42667.0,42636.0,54200.0,47358.0,51547.0,42640.0,45393.0,42641.0,42675.0,53104.0,47690.0,52439.0,42642.0,47689.0,1
2019-06-28 20:02:08,261470,PROFILE_UPDATED,53866,42635,42666,52759,47692,42670,54200.0,42636.0,42667.0,47358.0,51547.0,45393.0,42640.0,42641.0,42675.0,53104.0,52439.0,47690.0,42642.0,47689.0,1
2019-06-28 20:46:59,261470,PROFILE_UPDATED,53866,42635,42666,52759,47692,42670,42667.0,42636.0,54200.0,47358.0,51547.0,42640.0,45393.0,42641.0,42675.0,53104.0,47690.0,52439.0,42642.0,47689.0,1
2019-06-29 20:02:10,261470,PROFILE_UPDATED,53866,42635,42666,52759,47692,42670,54200.0,42636.0,42667.0,47358.0,51547.0,45393.0,42640.0,42641.0,42675.0,53104.0,52439.0,47690.0,42642.0,47689.0,1
2019-06-30 20:02:08,196338,PROFILE_UPDATED,24387,5748,7935,15779,3093,18339,7109.0,10400.0,8964.0,12517.0,22383.0,19267.0,5294.0,21733.0,3635.0,13098.0,11823.0,9740.0,7237.0,5480.0,1
2019-06-30 20:02:14,196338,PROFILE_UPDATED,24387,5748,7935,15779,3093,18339,7109.0,10400.0,8964.0,12517.0,22383.0,19267.0,5294.0,21733.0,3635.0,13098.0,11823.0,9740.0,7237.0,5480.0,2
2019-06-30 20:02:14,296487,PROFILE_UPDATED,16672,19591,23489,15779,18339,12517,22383.0,19267.0,22221.0,19769.0,20970.0,21733.0,13098.0,18011.0,18299.0,16834.0,12808.0,18668.0,13152.0,22419.0,1
2019-06-30 20:02:15,196338,PROFILE_UPDATED,24387,5748,7935,15779,3093,18339,7109.0,10400.0,8964.0,12517.0,22383.0,19267.0,5294.0,21733.0,3635.0,13098.0,11823.0,9740.0,7237.0,5480.0,22
2019-06-30 20:02:16,196338,PROFILE_UPDATED,24387,5748,7935,15779,3093,18339,7109.0,10400.0,8964.0,12517.0,22383.0,19267.0,5294.0,21733.0,3635.0,13098.0,11823.0,9740.0,7237.0,5480.0,23
2019-06-30 20:02:17,196338,PROFILE_UPDATED,24387,5748,7935,15779,3093,18339,7109.0,10400.0,8964.0,12517.0,22383.0,19267.0,5294.0,21733.0,3635.0,13098.0,11823.0,9740.0,7237.0,5480.0,22
2019-06-30 20:02:18,196338,PROFILE_UPDATED,24387,5748,7935,15779,3093,18339,7109.0,10400.0,8964.0,12517.0,22383.0,19267.0,5294.0,21733.0,3635.0,13098.0,11823.0,9740.0,7237.0,5480.0,22
2019-06-30 20:02:19,196338,PROFILE_UPDATED,24387,5748,7935,15779,3093,18339,7109.0,10400.0,8964.0,12517.0,22383.0,19267.0,5294.0,21733.0,3635.0,13098.0,11823.0,9740.0,7237.0,5480.0,20
2019-07-01 20:46:46,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:46:47,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,2
2019-07-01 20:46:48,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:46:49,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:46:50,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:46:51,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:46:52,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:46:53,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,2
2019-07-01 20:46:54,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:46:55,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:46:56,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:46:57,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,2
2019-07-01 20:46:58,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:46:59,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:47:00,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:47:01,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:47:02,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:47:03,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,2
2019-07-01 20:47:04,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:47:05,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
2019-07-01 20:47:06,196338,PROFILE_UPDATED,24387,5748,7935,3093,15779,18339,7109.0,8964.0,10400.0,12517.0,5294.0,19267.0,22383.0,21733.0,3635.0,9740.0,7237.0,11823.0,13098.0,5480.0,1
